Price,Carat,Clarity,Color,Cut,Table,Length,Width,Depth,DepthPercentage
762,0.3,VS2,D,Ideal,53.9,4.3,4.32,2.69,62.3
763,0.3,VVS1,E,Ideal,54,4.29,4.32,2.69,62.5
763,0.3,VVS1,E,Good,60,4.45,4.48,2.58,57.8
763,0.43,SI1,G,Ideal,54,4.84,4.88,3.02,62.2
764,0.3,VVS1,G,Ideal,57,4.3,4.32,2.68,62.2
764,0.3,VVS1,G,Ideal,54,4.33,4.36,2.69,61.9
764,0.3,VVS1,G,Ideal,57,4.28,4.31,2.66,61.9
764,0.3,VVS1,G,Ideal,57,4.31,4.35,2.67,61.7
764,0.3,IF,H,Ideal,57,4.26,4.29,2.65,62
764,0.41,SI1,F,Ideal,58,4.76,4.81,2.93,61.2
764,0.4,SI2,F,Ideal,56,4.75,4.78,2.93,61.5
764,0.3,IF,H,Ideal,57,4.31,4.33,2.66,61.6
765,0.4,SI1,I,Good,57,4.7,4.66,2.99,63.9
765,0.34,SI1,E,Good,56,4.48,4.44,2.85,63.9
765,0.34,SI1,E,Ideal,56,4.55,4.51,2.75,60.7
765,0.34,VS1,H,Premium,59,4.53,4.48,2.74,60.8
765,0.34,SI1,E,Ideal,57,4.48,4.46,2.77,62
765,0.34,VS2,G,Premium,60,4.53,4.51,2.76,61.1
765,0.43,SI2,E,Very Good,60,4.9,4.96,2.91,59
765,0.34,VS1,H,Premium,58,4.49,4.46,2.78,62.1
765,0.34,VS2,G,Ideal,55,4.53,4.49,2.79,61.9
765,0.34,VS1,H,Premium,59,4.54,4.49,2.78,61.6
765,0.34,VS2,G,Ideal,56,4.5,4.47,2.78,62
765,0.34,SI1,E,Ideal,57,4.51,4.48,2.74,61
765,0.34,SI1,E,Very Good,56,4.44,4.41,2.8,63.3
766,0.31,VS1,D,Ideal,57,4.4,4.43,2.67,60.5
766,0.36,VVS2,F,Premium,58,4.51,4.55,2.84,62.7
766,0.31,VVS2,E,Ideal,56,4.36,4.4,2.69,61.4
766,0.3,VVS2,E,Ideal,57,4.29,4.32,2.68,62.3
766,0.3,VVS2,E,Ideal,57,4.29,4.31,2.68,62.3
766,0.3,VVS2,E,Ideal,58,4.29,4.3,2.64,61.5
766,0.3,VVS2,E,Ideal,56,4.28,4.32,2.68,62.3
766,0.31,VVS2,D,Ideal,56,4.34,4.38,2.72,62.4
766,0.3,VVS2,E,Ideal,55,4.3,4.33,2.67,61.9
767,0.4,VS2,F,Ideal,54,4.74,4.77,2.96,62.3
767,0.35,VS1,F,Premium,58,4.54,4.58,2.77,60.7
767,0.35,VS2,E,Ideal,55,4.49,4.54,2.78,61.6
767,0.35,VS2,E,Ideal,56,4.52,4.53,2.81,62.1
767,0.35,VS2,E,Ideal,55,4.54,4.57,2.81,61.7
768,0.32,VS2,E,Premium,59,4.43,4.4,2.72,61.6
768,0.26,IF,F,Ideal,55,4.15,4.23,2.55,60.9
768,0.37,VS2,E,Ideal,59,4.64,4.68,2.8,60.1
769,0.26,VVS2,F,Ideal,57,4.1,4.08,2.52,61.6
769,0.26,VVS2,E,Ideal,57,4.09,4.06,2.54,62.3
770,0.4,VS2,I,Ideal,57,4.73,4.77,2.93,61.7
770,0.4,SI1,H,Ideal,56,4.72,4.77,2.93,61.7
770,0.36,SI1,F,Premium,59,4.59,4.55,2.79,61.1
770,0.36,SI1,F,Premium,58,4.65,4.6,2.79,60.3
770,0.5,I1,F,Premium,60,5.15,5.07,3.1,60.5
770,0.36,SI1,F,Premium,58,4.6,4.54,2.81,61.5
770,0.33,VVS1,E,Very Good,53,4.42,4.47,2.81,63.2
771,0.35,VS1,D,Very Good,57,4.48,4.51,2.83,63
771,0.33,VS1,E,Ideal,56.2,4.42,4.45,2.73,61.5
771,0.42,VVS2,I,Very Good,55,4.81,4.85,2.98,61.7
772,0.4,SI1,D,Premium,59,4.77,4.8,2.91,60.8
772,0.4,SI1,D,Premium,58,4.69,4.73,2.9,61.6
772,0.4,SI1,D,Premium,60,4.71,4.75,2.9,61.3
772,0.44,SI1,G,Premium,59,4.86,4.9,2.98,61.1
772,0.4,SI1,D,Very Good,56,4.72,4.83,2.93,61.4
772,0.4,VS2,G,Very Good,59,4.67,4.7,2.9,61.9
772,0.44,SI1,G,Premium,59,4.82,4.87,3,61.9
772,0.4,SI1,D,Ideal,56,4.7,4.74,2.93,62.1
772,0.31,VVS1,G,Ideal,56,4.29,4.34,2.69,62.5
773,0.42,SI1,E,Very Good,57,4.77,4.83,3.01,62.7
773,0.42,SI1,F,Very Good,55,4.8,4.83,3.02,62.7
773,0.32,VS1,G,Ideal,55,4.42,4.4,2.73,61.9
773,0.36,VS2,D,Ideal,55,4.55,4.57,2.85,62.5
773,0.42,SI1,E,Very Good,59,4.74,4.78,2.99,62.8
773,0.42,VS2,H,Very Good,56,4.72,4.79,2.99,62.9
773,0.32,VVS2,H,Premium,58,4.38,4.33,2.71,62.2
773,0.35,VVS1,H,Ideal,57,4.55,4.58,2.78,60.9
773,0.42,SI1,F,Ideal,57,4.81,4.83,2.99,62
773,0.42,VS2,H,Ideal,57,4.76,4.81,2.99,62.5
773,0.32,VS2,F,Ideal,57,4.37,4.33,2.74,63
773,0.42,SI1,E,Very Good,58,4.76,4.81,2.98,62.3
774,0.37,VVS1,H,Very Good,55,4.6,4.66,2.86,61.9
774,0.3,IF,G,Very Good,58,4.27,4.33,2.64,61.4
774,0.43,SI1,D,Good,55,4.78,4.84,3.05,63.4
774,0.31,VS1,D,Ideal,55,4.37,4.4,2.68,61.1
775,0.34,VVS1,H,Premium,59,4.48,4.52,2.75,61.1
775,0.34,VVS2,E,Very Good,59,4.41,4.43,2.77,62.7
775,0.38,VS2,G,Very Good,56,4.59,4.63,2.88,62.5
775,0.34,VVS1,H,Premium,60,4.45,4.49,2.75,61.5
775,0.41,SI1,E,Premium,59,4.8,4.75,2.88,60.4
775,0.3,VVS1,E,Good,57,4.23,4.27,2.7,63.5
775,0.34,VVS2,G,Ideal,56,4.47,4.49,2.76,61.6
775,0.41,SI2,F,Premium,58,4.89,4.87,2.88,59
775,0.41,VVS1,J,Ideal,57,4.79,4.82,2.94,61.2
776,0.3,VS1,G,Very Good,56,4.26,4.24,2.68,63.1
776,0.3,VS2,F,Premium,58,4.29,4.24,2.68,62.8
776,0.3,VS1,G,Premium,58,4.32,4.27,2.7,62.9
776,0.3,VS1,G,Ideal,56,4.41,4.37,2.63,59.9
776,0.3,VS2,F,Ideal,57,4.36,4.34,2.67,61.4
776,0.3,VS2,F,Ideal,56,4.37,4.34,2.63,60.4
776,0.3,VS2,F,Premium,58,4.33,4.31,2.61,60.4
776,0.3,VS1,G,Premium,59,4.37,4.34,2.69,61.8
776,0.3,VS1,G,Premium,60,4.28,4.23,2.64,62
776,0.3,VS1,G,Premium,60,4.32,4.29,2.66,61.8
776,0.3,VS2,F,Ideal,55,4.31,4.27,2.68,62.5
776,0.3,VS1,G,Good,55,4.28,4.25,2.72,63.8
776,0.3,VS1,G,Premium,55,4.32,4.25,2.68,62.5
776,0.3,VVS2,H,Premium,61,4.32,4.3,2.63,61
776,0.3,VS2,F,Ideal,57,4.32,4.28,2.65,61.6
776,0.3,VS1,G,Ideal,57,4.29,4.25,2.68,62.8
776,0.3,VS2,F,Ideal,55,4.31,4.26,2.66,62.1
776,0.3,VS2,F,Premium,58,4.28,4.25,2.68,62.8
776,0.3,VS1,G,Ideal,57,4.34,4.31,2.66,61.5
776,0.3,VS2,F,Fair,55,4.25,4.22,2.77,65.4
776,0.3,VS1,G,Premium,60,4.33,4.3,2.59,60
776,0.3,VS1,G,Premium,58,4.28,4.26,2.68,62.8
776,0.3,VS1,G,Premium,58,4.33,4.29,2.64,61.3
776,0.3,VS2,F,Premium,60,4.29,4.26,2.63,61.5
776,0.3,VS2,F,Premium,60,4.3,4.27,2.63,61.4
776,0.3,VS1,G,Good,55,4.31,4.27,2.73,63.6
776,0.3,VVS2,H,Ideal,57,4.33,4.31,2.65,61.3
776,0.3,VS2,F,Ideal,54,4.34,4.31,2.68,62
776,0.3,VS1,G,Premium,59,4.32,4.3,2.67,61.9
776,0.3,VS2,F,Premium,60,4.39,4.36,2.65,60.6
777,0.28,VVS2,D,Very Good,52,4.21,4.25,2.63,62.2
777,0.37,SI1,E,Ideal,56,4.65,4.6,2.84,61.4
777,0.26,VVS2,D,Ideal,55,4.1,4.17,2.54,61.4
777,0.41,IF,J,Ideal,54,4.78,4.81,2.98,62.1
778,0.3,VS2,D,Ideal,55,4.35,4.32,2.68,61.8
778,0.33,VS2,D,Very Good,62,4.47,4.49,2.69,60
778,0.31,VVS1,G,Ideal,53,4.37,4.42,2.74,62.3
778,0.43,VS2,H,Ideal,54,4.85,4.88,3.03,62.3
779,0.31,VS1,F,Good,55,4.3,4.27,2.74,63.9
779,0.37,VVS2,E,Very Good,55,4.63,4.68,2.85,61.2
780,0.36,VS2,D,Very Good,58,4.48,4.53,2.81,62.4
780,0.34,VS1,D,Ideal,57,4.49,4.54,2.77,61.4
780,0.32,VS2,E,Ideal,57,4.46,4.4,2.72,61.4
780,0.28,VVS2,E,Premium,60,4.34,4.31,2.54,58.7
780,0.33,VVS1,I,Premium,61,4.42,4.38,2.75,62.5
781,0.33,VS2,D,Ideal,55,4.47,4.5,2.73,60.9
781,0.33,VS2,D,Ideal,56,4.42,4.47,2.76,62.1
781,0.33,VS2,D,Ideal,54,4.43,4.46,2.76,62.1
781,0.33,VS2,D,Ideal,56,4.43,4.46,2.77,62.3
781,0.33,VS2,D,Ideal,56,4.4,4.44,2.73,61.8
781,0.33,VS2,D,Ideal,56,4.42,4.44,2.74,61.9
783,0.36,VVS1,H,Ideal,54,4.59,4.61,2.85,62
783,0.4,VS1,G,Good,56,4.68,4.72,2.98,63.4
784,0.41,VS2,J,Premium,59,4.74,4.69,2.92,61.9
784,0.34,VS1,E,Very Good,53,4.47,4.52,2.8,62.3
784,0.41,VS2,J,Good,55,4.7,4.66,3.01,64.3
786,0.32,VVS2,F,Ideal,57,4.36,4.39,2.71,61.9
786,0.31,VVS1,H,Premium,59,4.36,4.32,2.68,61.8
786,0.32,VVS2,F,Very Good,60,4.36,4.41,2.71,61.8
786,0.31,VVS1,H,Good,56,4.33,4.3,2.75,63.7
787,0.28,IF,F,Ideal,53,4.18,4.19,2.62,62.6
787,0.41,SI2,H,Ideal,56,4.8,4.77,2.95,61.7
787,0.28,VVS2,F,Ideal,53,4.22,4.23,2.63,62.2
787,0.28,VVS1,E,Ideal,54,4.24,4.26,2.6,61.2
787,0.28,IF,F,Very Good,56,4.27,4.29,2.56,59.8
787,0.47,SI1,H,Ideal,55,5.04,5.07,3.09,61.1
787,0.39,VS2,G,Very Good,56,4.64,4.68,2.91,62.4
787,0.33,IF,H,Very Good,58,4.38,4.43,2.77,62.9
787,0.39,VS2,G,Good,57,4.63,4.67,2.95,63.4
787,0.28,IF,F,Ideal,56,4.18,4.21,2.59,61.9
788,0.35,SI1,E,Ideal,57,4.57,4.54,2.78,61
788,0.35,SI1,E,Premium,59,4.56,4.5,2.77,61.1
788,0.39,VS2,H,Ideal,56,4.68,4.71,2.89,61.6
788,0.35,VVS2,I,Ideal,57,4.53,4.49,2.81,62.3
788,0.35,SI1,E,Premium,57,4.52,4.47,2.82,62.7
788,0.35,SI1,E,Premium,59,4.57,4.52,2.76,60.7
788,0.35,SI1,E,Premium,58,4.59,4.53,2.79,61.2
788,0.41,SI1,G,Ideal,56,4.8,4.84,2.95,61.2
788,0.39,VS2,F,Good,55,4.63,4.66,2.94,63.3
788,0.35,VS1,F,Ideal,57,4.49,4.52,2.81,62.4
788,0.3,VS2,E,Premium,62,4.25,4.21,2.65,62.6
789,0.31,VVS1,G,Ideal,58,4.37,4.4,2.64,60.2
789,0.3,VVS1,G,Good,55,4.26,4.3,2.71,63.3
789,0.43,SI1,G,Ideal,56,4.79,4.82,3.01,62.6
789,0.31,VVS1,E,Premium,59,4.31,4.33,2.67,61.8
789,0.31,VVS1,G,Ideal,54,4.36,4.38,2.73,62.5
789,0.31,VVS1,G,Ideal,55,4.34,4.37,2.7,62
789,0.36,VS2,E,Ideal,55,4.54,4.58,2.83,62.1
789,0.3,VVS2,E,Ideal,57,4.32,4.34,2.66,61.4
789,0.31,VVS1,G,Ideal,57,4.34,4.36,2.68,61.6
789,0.36,VS2,E,Premium,60,4.54,4.59,2.8,61.3
789,0.3,IF,H,Premium,60,4.3,4.34,2.61,60.4
789,0.31,IF,H,Ideal,56,4.37,4.41,2.69,61.3
789,0.3,VVS2,E,Premium,58,4.26,4.29,2.64,61.8
789,0.3,VVS1,G,Premium,58,4.34,4.36,2.64,60.7
789,0.3,VVS1,G,Very Good,57,4.26,4.3,2.69,62.9
789,0.3,VVS1,G,Ideal,55,4.32,4.34,2.67,61.7
789,0.36,VS2,E,Premium,58,4.54,4.56,2.82,62
789,0.31,VVS1,G,Ideal,54,4.38,4.39,2.72,62
789,0.31,VVS1,G,Ideal,54,4.39,4.41,2.72,61.8
789,0.3,VVS2,E,Ideal,56,4.33,4.35,2.68,61.8
789,0.31,IF,H,Ideal,54,4.38,4.4,2.72,62
789,0.36,VS1,F,Ideal,57,4.62,4.67,2.79,60.1
789,0.31,IF,H,Ideal,57,4.32,4.35,2.68,61.8
789,0.31,VVS1,G,Ideal,54,4.37,4.4,2.73,62.3
789,0.3,VVS1,G,Good,58,4.28,4.31,2.71,63.1
789,0.3,VVS1,G,Very Good,61,4.27,4.3,2.66,62.1
789,0.36,VS2,E,Very Good,62,4.56,4.59,2.76,60.3
789,0.36,VS2,E,Premium,59,4.6,4.68,2.75,59.3
790,0.39,VS1,J,Very Good,58,4.64,4.59,2.93,63.5
790,0.45,SI1,H,Ideal,55,4.96,4.99,3.05,61.3
791,0.41,SI1,D,Ideal,57,4.7,4.76,2.94,62.2
791,0.41,SI1,D,Ideal,57,4.8,4.84,2.93,60.8
791,0.41,SI1,D,Premium,59,4.76,4.78,2.91,61
791,0.41,SI1,D,Good,59,4.7,4.71,2.97,63.1
791,0.31,VVS2,E,Ideal,55,4.37,4.4,2.7,61.6
791,0.41,SI1,D,Ideal,57,4.82,4.86,2.92,60.3
792,0.43,SI1,F,Very Good,59,4.83,4.87,2.99,61.6
792,0.43,SI1,E,Very Good,56,4.79,4.83,3,62.4
792,0.43,SI1,F,Very Good,59,4.79,4.84,3.03,62.9
792,0.43,SI1,F,Very Good,57,4.79,4.82,3,62.4
792,0.4,VS2,G,Ideal,54,4.74,4.75,2.96,62.4
792,0.4,VS1,H,Ideal,55,4.75,4.79,2.92,61.2
792,0.43,SI1,E,Very Good,56,4.8,4.83,3.03,62.9
793,0.4,VS1,H,Premium,59.2,4.72,4.74,2.92,61.8
793,0.36,VS1,D,Very Good,55,4.52,4.55,2.85,62.8
794,0.37,VS2,D,Premium,59,4.66,4.69,2.83,60.5
794,0.36,SI1,D,Ideal,57,4.54,4.51,2.84,62.8
795,0.43,SI1,G,Ideal,55,4.84,4.87,3.01,62
795,0.33,VVS1,G,Very Good,57,4.47,4.5,2.74,61.2
795,0.33,VVS1,G,Very Good,55,4.44,4.48,2.76,61.8
795,0.41,SI2,D,Premium,60,4.8,4.78,2.87,59.9
795,0.33,IF,H,Very Good,55,4.45,4.48,2.75,61.7
796,0.3,VVS1,H,Premium,58,4.38,4.35,2.65,60.7
796,0.32,IF,H,Ideal,56,4.4,4.43,2.72,61.6
796,0.32,VVS1,G,Ideal,55,4.46,4.48,2.73,61.1
798,0.4,SI2,E,Good,57,4.7,4.68,3.01,64.2
798,0.4,SI2,E,Good,57,4.71,4.65,2.99,63.9
798,0.35,VVS2,G,Ideal,57,4.54,4.58,2.78,61
798,0.42,SI1,G,Very Good,55,4.78,4.88,2.99,61.9
798,0.4,SI2,D,Very Good,56,4.67,4.65,2.94,63.1
798,0.35,VVS1,H,Premium,60,4.51,4.54,2.77,61.2
798,0.35,VVS2,G,Ideal,56,4.47,4.51,2.79,62.1
799,0.27,VVS1,D,Ideal,56,4.15,4.12,2.57,62.2
799,0.3,VS1,E,Fair,56,4.26,4.2,2.73,64.5
799,0.27,VVS2,E,Ideal,57,4.16,4.12,2.56,61.8
799,0.3,IF,G,Ideal,55,4.3,4.32,2.69,62.4
799,0.42,SI1,G,Ideal,54,4.85,4.82,3,62
800,0.4,VS1,E,Premium,58,4.73,4.76,2.92,61.5
800,0.38,VS2,F,Ideal,57,4.61,4.67,2.88,62.1
800,0.32,VVS2,F,Ideal,56,4.44,4.46,2.71,60.9
800,0.38,VS2,F,Very Good,56,4.67,4.72,2.86,60.9
800,0.32,VVS2,F,Ideal,55,4.43,4.46,2.72,61.2
801,0.31,VVS1,E,Ideal,56,4.35,4.37,2.72,62.4
802,0.31,VS1,G,Very Good,56,4.33,4.29,2.73,63.3
802,0.31,VS2,F,Ideal,56,4.37,4.34,2.68,61.5
802,0.31,VS1,G,Ideal,56,4.43,4.39,2.71,61.5
802,0.31,VS2,F,Ideal,56,4.41,4.38,2.67,60.8
802,0.31,VS1,G,Ideal,57,4.32,4.3,2.71,62.9
802,0.31,VVS2,H,Ideal,55,4.37,4.36,2.72,62.3
802,0.31,VVS2,H,Ideal,55,4.36,4.35,2.71,62.2
802,0.33,VVS1,G,Ideal,59,4.45,4.48,2.76,61.8
802,0.31,VVS2,H,Very Good,56,4.32,4.29,2.73,63.4
802,0.31,VS2,F,Ideal,57,4.34,4.3,2.69,62.3
802,0.3,VVS1,F,Ideal,54,4.33,4.37,2.69,61.8
802,0.31,VS2,F,Ideal,55,4.38,4.35,2.72,62.3
802,0.31,VS1,G,Premium,56,4.36,4.32,2.7,62.2
802,0.31,VS2,F,Premium,58,4.38,4.34,2.69,61.7
802,0.31,VS2,F,Ideal,57,4.33,4.29,2.7,62.6
802,0.31,VS1,G,Premium,58,4.35,4.3,2.72,62.9
802,0.31,VS2,F,Premium,58,4.48,4.43,2.66,59.7
802,0.31,VS1,G,Premium,59,4.3,4.28,2.66,62
802,0.31,VS2,F,Premium,60,4.41,4.39,2.61,59.3
802,0.33,VS1,E,Ideal,57,4.5,4.47,2.69,60
802,0.31,VS2,F,Premium,58,4.4,4.36,2.69,61.4
802,0.31,VS1,G,Premium,57,4.32,4.28,2.71,63
802,0.31,VS2,F,Ideal,53,4.39,4.34,2.71,62.1
802,0.3,VVS1,F,Ideal,55,4.3,4.34,2.68,62
802,0.31,VS2,F,Ideal,56,4.32,4.28,2.7,62.8
802,0.31,VS2,F,Premium,55,4.34,4.32,2.66,61.4
803,0.34,VVS1,I,Premium,59,4.54,4.48,2.73,60.5
803,0.34,SI1,D,Premium,59,4.57,4.54,2.72,59.7
803,0.34,SI1,D,Ideal,56,4.48,4.45,2.8,62.7
803,0.34,SI1,D,Premium,58,4.48,4.44,2.8,62.8
803,0.34,SI1,D,Premium,61,4.53,4.5,2.69,59.6
803,0.43,SI1,E,Ideal,56.2,4.87,4.89,2.99,61.2
803,0.34,VVS1,I,Premium,59,4.44,4.4,2.76,62.4
803,0.34,SI1,D,Ideal,57,4.53,4.51,2.73,60.4
803,0.34,SI1,D,Ideal,56,4.5,4.47,2.78,62
804,0.43,VS2,F,Very Good,60,4.81,4.86,3.02,62.5
804,0.31,VS1,E,Ideal,56,4.38,4.35,2.68,61.4
805,0.34,VS1,E,Premium,58,4.54,4.58,2.73,59.9
805,0.34,VS2,D,Premium,60,4.51,4.56,2.74,60.4
805,0.34,VS2,D,Ideal,55,4.45,4.48,2.77,62
805,0.34,VS1,E,Ideal,56,4.48,4.5,2.79,62.1
805,0.34,VS2,D,Ideal,57,4.51,4.53,2.74,60.6
805,0.34,VS2,D,Ideal,55,4.45,4.49,2.77,62
805,0.34,VS1,E,Ideal,56,4.47,4.51,2.78,61.8
806,0.35,VVS2,F,Ideal,55,4.57,4.6,2.81,61.3
807,0.4,VS1,H,Premium,58,4.68,4.71,2.94,62.6
807,0.4,VS2,G,Very Good,61,4.63,4.67,2.92,62.8
807,0.4,VS2,G,Very Good,56,4.69,4.72,2.96,62.9
807,0.43,SI1,D,Ideal,56,4.82,4.86,2.98,61.6
807,0.29,VVS1,E,Premium,61,4.27,4.23,2.59,60.9
807,0.36,VS2,F,Ideal,55,4.6,4.57,2.82,61.5
807,0.4,VS1,H,Premium,60,4.69,4.74,2.94,62.4
807,0.36,VS2,F,Premium,59,4.56,4.51,2.81,62
809,0.32,VVS2,D,Ideal,54,4.41,4.46,2.73,61.6
809,0.37,VS2,G,Ideal,56,4.65,4.68,2.82,60.5
810,0.33,VVS2,F,Ideal,56,4.43,4.45,2.76,62.2
810,0.42,SI1,D,Very Good,58,4.76,4.79,3,62.8
810,0.4,VS1,J,Premium,58,4.7,4.66,2.95,63
810,0.33,VVS2,F,Very Good,59,4.4,4.47,2.77,62.5
810,0.33,VVS1,G,Premium,59,4.42,4.46,2.73,61.5
810,0.36,SI1,E,Ideal,56,4.59,4.56,2.82,61.6
810,0.44,SI1,E,Ideal,56,4.84,4.9,3.05,62.6
810,0.4,VS1,J,Very Good,58,4.64,4.61,2.93,63.4
810,0.37,VVS1,H,Ideal,56,4.56,4.59,2.85,62.3
810,0.42,SI1,D,Ideal,57,4.77,4.84,3,62.4
810,0.42,SI1,D,Premium,59,4.76,4.81,2.96,61.9
810,0.4,VS1,J,Ideal,55,4.75,4.71,2.96,62.6
810,0.44,VS2,H,Premium,58,4.88,4.91,3,61.3
810,0.36,SI1,E,Ideal,56,4.57,4.52,2.86,62.9
810,0.36,SI1,E,Ideal,56,4.58,4.53,2.82,61.9
810,0.33,VVS2,F,Ideal,56,4.44,4.46,2.73,61.3
810,0.44,SI1,E,Very Good,60,4.79,4.86,3,62.2
810,0.44,SI1,F,Ideal,57,4.89,4.91,2.99,61
810,0.3,IF,I,Very Good,56,4.26,4.21,2.68,63.3
810,0.36,SI1,E,Ideal,57,4.57,4.53,2.82,62
811,0.37,VS2,E,Ideal,53,4.62,4.65,2.87,61.9
811,0.37,VS2,E,Very Good,59,4.56,4.59,2.85,62.3
811,0.37,VS2,E,Ideal,57,4.6,4.63,2.86,62
812,0.38,SI2,D,Premium,58,4.68,4.62,2.84,61.1
812,0.38,VS2,I,Premium,58,4.62,4.61,2.84,61.5
812,0.38,VS2,I,Premium,58,4.61,4.58,2.87,62.5
812,0.38,VS2,I,Premium,59,4.64,4.6,2.85,61.7
812,0.38,SI2,D,Premium,61,4.72,4.67,2.78,59.2
812,0.38,SI1,H,Premium,60,4.68,4.66,2.79,59.7
812,0.38,SI1,H,Premium,62,4.66,4.62,2.84,61.2
813,0.38,VS2,E,Ideal,55,4.67,4.7,2.88,61.5
813,0.4,VS2,E,Fair,58,4.63,4.67,3.01,64.7
814,0.32,IF,H,Ideal,55,4.39,4.42,2.73,62
814,0.32,IF,H,Ideal,55,4.42,4.45,2.74,61.8
814,0.3,VVS1,F,Ideal,54,4.35,4.37,2.7,61.9
814,0.42,SI2,E,Premium,60,4.94,4.91,2.88,58.5
814,0.3,VVS1,F,Ideal,57,4.3,4.34,2.67,61.8
814,0.3,VVS1,F,Ideal,56,4.33,4.38,2.66,61.1
814,0.26,VVS1,E,Ideal,56,4.11,4.09,2.53,61.7
814,0.32,VS1,D,Ideal,57,4.4,4.43,2.71,61.4
814,0.32,VVS1,G,Ideal,54,4.4,4.43,2.73,61.8
814,0.32,IF,H,Ideal,54,4.41,4.49,2.74,61.6
814,0.26,VVS1,F,Ideal,55,4.1,4.07,2.56,62.7
814,0.31,VS1,F,Good,60,4.57,4.5,2.57,56.7
814,0.32,VVS1,G,Ideal,53,4.42,4.45,2.76,62.2
814,0.3,VVS1,F,Ideal,56,4.27,4.31,2.67,62.2
814,0.32,VVS1,G,Ideal,55,4.41,4.44,2.71,61.2
814,0.3,VVS1,F,Ideal,58,4.3,4.32,2.65,61.5
814,0.3,VVS1,F,Ideal,58,4.26,4.3,2.64,61.7
814,0.4,VS2,E,Very Good,60,4.81,4.84,2.85,59.1
814,0.3,VVS1,F,Ideal,58,4.26,4.3,2.65,61.9
814,0.33,VVS2,E,Ideal,56,4.44,4.48,2.73,61.2
814,0.32,IF,H,Ideal,55,4.42,4.47,2.73,61.4
814,0.3,VVS1,F,Ideal,54,4.32,4.35,2.69,62.1
814,0.32,VVS1,G,Ideal,57,4.42,4.44,2.72,61.4
815,0.4,VS1,H,Ideal,57,4.74,4.78,2.91,61.1
816,0.31,VVS1,G,Premium,59,4.38,4.43,2.65,60.2
816,0.31,IF,H,Premium,58,4.33,4.36,2.68,61.7
816,0.31,IF,H,Ideal,54,4.33,4.37,2.7,62.1
816,0.34,VS2,E,Good,61,6.65,4.61,2.64,57
816,0.31,VVS1,G,Ideal,56,4.41,4.43,2.63,59.5
816,0.31,VS1,E,Premium,60,4.37,4.35,2.66,61
816,0.31,IF,H,Ideal,57,4.39,4.41,2.64,60
816,0.31,VVS2,E,Premium,60,4.33,4.35,2.66,61.3
816,0.31,VVS1,G,Premium,60,4.39,4.41,2.62,59.5
816,0.31,VVS1,G,Very Good,61,4.28,4.31,2.69,62.6
816,0.39,VS2,G,Ideal,57,4.68,4.74,2.92,62
816,0.31,VVS2,E,Ideal,56,4.39,4.43,2.69,61
816,0.32,VVS2,E,Ideal,56,4.39,4.43,2.7,61.2
816,0.31,VVS1,G,Ideal,57,4.37,4.4,2.66,60.7
816,0.31,VVS2,E,Ideal,55,4.35,4.38,2.69,61.6
816,0.34,VS2,F,Fair,55,4.52,4.41,2.89,64.7
816,0.31,VVS1,G,Ideal,57,4.38,4.4,2.66,60.6
817,0.38,VS1,G,Ideal,55,4.63,4.68,2.9,62.3
817,0.43,VS1,G,Very Good,60,4.95,4.98,2.9,58.4
817,0.36,VS1,E,Ideal,56,4.55,4.58,2.82,61.8
818,0.41,SI2,E,Ideal,57,4.73,4.7,2.97,63
818,0.41,SI2,E,Good,57,4.75,4.68,3.01,63.8
818,0.41,SI2,E,Fair,55,4.7,4.67,3.03,64.7
818,0.41,SI2,E,Premium,62,4.84,4.8,2.87,59.5
819,0.3,VVS2,G,Premium,58,4.29,4.26,2.69,62.9
819,0.4,VS1,G,Ideal,57,4.68,4.73,2.93,62.3
819,0.3,VVS1,H,Ideal,56,4.28,4.25,2.67,62.6
820,0.33,VVS1,G,Ideal,56,4.41,4.45,2.76,62.4
820,0.39,VVS1,I,Ideal,53.1,4.68,4.7,2.93,62.5
820,0.35,VVS2,G,Ideal,55,4.53,4.56,2.81,61.8
820,0.33,VVS1,G,Ideal,55,4.46,4.48,2.74,61.4
820,0.33,IF,H,Ideal,55,4.44,4.47,2.74,61.6
821,0.36,VVS1,H,Ideal,56,4.54,4.57,2.84,62.3
821,0.39,VS2,F,Very Good,59,4.8,4.83,2.83,58.8
821,0.39,VVS1,I,Premium,59,4.67,4.7,2.88,61.5
821,0.31,IF,F,Ideal,57,4.25,4.29,2.66,62.3
823,0.42,VVS2,H,Ideal,57,4.79,4.82,2.98,62
823,0.42,VS1,G,Ideal,56,4.82,4.86,2.95,61
823,0.4,VVS2,H,Good,61,4.79,4.82,2.84,59.1
824,0.41,SI1,E,Ideal,55,4.8,4.84,2.95,61.2
826,0.34,VVS2,E,Ideal,55,4.49,4.53,2.81,62.3
826,0.51,I1,E,Premium,60,5.29,5.23,3.05,58
826,0.3,VVS1,E,Ideal,54,4.28,4.31,2.69,62.6
826,0.3,VVS1,E,Ideal,60,4.37,4.39,2.63,60
826,0.3,VVS1,E,Ideal,55,4.32,4.34,2.7,62.4
827,0.32,VVS1,F,Ideal,56,4.42,4.45,2.71,61.1
827,0.41,VS2,G,Premium,58,4.72,4.76,2.96,62.4
827,0.41,VS2,G,Ideal,57,4.72,4.78,2.95,62.1
827,0.41,VS2,G,Very Good,59,4.82,4.86,2.9,59.9
827,0.38,IF,J,Very Good,61,4.66,4.73,2.86,60.9
